Show,Sentiment,Review
Shadow and Bone,0,Shadow and Bone could use some intimacy! Its conflicts as currently written are way too big and too abstract; its characters are too generic and undefined.
Invincible,0,"Invincible has the potential to become a better show, but only if the makers move beyond this adolescent mockery of a superhero series and into a zone of mature storytelling. The ingredients are already there. The mixing needs to be better."
The Fall,0,"Between the spurts of sparse dialogue, dragged-out shots of dimly-lit rooms and corridors (a regrettable legacy of Scandi noir), and long periods of staring into space, there was enough padding here to insulate an attic."
Lisey's Story,0,"Apple's Stephen King Miniseries Starts Off Strong, Only to Quickly Fall Apart."
The Office,0,"Sorry, Dunder Mifflin, I might come back for your going-out-of-business sale (or whatever constitutes a not-so-grand finale), but for now, you're in fourth position in this time period once everything kicks into gear next week."
Mad Men,0,"Gone are the days of ""Zou Bisou Bisou"" and Don's Hawaiian mortality freak-out. Nope. This season premiere, all we got was a cold pastrami sandwich with coleslaw smeared on the bread."
The Wire,0,"Season 5's mistakes-clunky plotting, false parallels, confused motivations-are violations of the realism the show promised."
The Mighty Ducks: Game Changers,0,"Game Changers just shrugs that if the Mighty Ducks' strategy worked for three movies, it'll simply work again here."
Arrested Development,0,"Arrested Development ending, or approaching the finish line, is the best thing for all involved. It's just sad to see everything wrap up on a ""less-than"" note and in a way that, ultimately, doesn't feel much like Arrested Development."
Legion,0,"I responded to moments of Legion because I vibed with its project, but all of the aspects of that project ended up working better in other shows."
Moon Knight,0,Moon Knight barely factors into his own story.
Joe vs Carole,0,"Joe vs. Carole is competently made and entertaining enough but having already sat through the first season of Netflix’s bloated Tiger King, Joe vs. Carole can’t help but feel like a rerun of something I already saw."
The First Lady,0,"The plaiting of the three narratives occurs almost arbitrarily, with the stories converging only in the broadest strokes."
Monsters at Work,0,"As someone who loves the films, I wonder ... do we need more of it? The films are so well self-contained. This feels like an excess of something we don't really need."""
Dan Brown's The Lost Symbol,0,There's nothing Ashley Zukerman could have done to make Robert Landgon less of a butthead; his insufferability is a problem with the writing of the show.
And Just Like That...,0,"Nearly a quarter of a century later, And Just Like That affirms that Carrie, Charlotte and Miranda failed to mature into women any sane person would want to spend time with, let alone to grow up to be."
Rise,0,"When Rise shifts focus to one of Robbie's big games, it becomes painfully apparent how effortlessly Friday Night Lights stirred the emotions Rise struggles to find. It's not until the season finale that the show realizes its full tear-jerking potential."
Scenes From a Marriage,0,"The first time it happened, I thought I'd pressed play on a behind-the-scenes special. By the time episode three rolled around, I started shouting 'No!' at the telly."
Midnight Mass,0,"While some of the show's themes are talked to death, others wither away, undeveloped."
Rise,0,"The messages of class disparity, a small town in an economic downturn and the power of a musical never coalesce."
Once Upon a Time in Wonderland,0,"With the mothership's leads on a similar quest for a missing boy, Wonderland seems like an exercise in magical redundancy. This looking glass is cracked."
Moon Knight,0,"There are many interesting aspects to Moon Knight, but neither the comic books nor this TV show named for him quite know what to do with them all."
The Fall,0,This year's series has been the natural conclusion of the race to the bottom.
The Gilded Age,0,"Sadly, this show, with its cardboard characters, out-of-the-box costumes and obvious movie-set streets is all over the place. And don’t get me started on the bogus CGI architecture."
The Baby,0,"It should be weird and captivating! Instead, The Baby meanders..."
Little Fires Everywhere,0,"Little Fires Everwhere is not a great series; it's also a pale shadow of the source material. However, it is never boring.The performances are not nuanced, but they are entertaining."
The Stand,0,"As rendered in this iteration of King's epic, that mix of realism and fantasy results in a disjointed, tonally inconsistent work that manages to both over-condense aspects of the original saga and overstay its welcome."
The First,0,The First needs to up its game or it's headed for the black hole of oblivion.
Scenes From a Marriage,0,"This update brings the star power of Jessica Chastain and Oscar Isaac, but can't match the emotional intensity of the original."
Twin Peaks,0,Lynch's twisted brutalization of women likewise continues... It all seems to be part of the director's basic playbook. And it's past time for him to be called out on it.
