Show,Sentiment,Review
Arrested Development,0,"You could forgive all this if these episodes were funny, if they contained even a trace of the spark that made its first run so incredible. But they aren't. They're flat and lifeless and pointless."
House of Cards,0,I doubt that I was the only one whose own lethargy gave her cause for revulsion.
The Time Traveler's Wife,0,The story fails to convince that the couple shares much more than an understanding of the obstacles keeping them apart. So much time is spent on establishing the rules of this show’s game that there’s little room to play.
The Right Stuff,0,The story crawls along incrementally without using all that time to let us know its characters as anything but the broadest of archetypes.
The Morning Show,0,"I liked that season one was a little campy. This season, however, summoned the ghosts of Joan Crawford, the cast of Grease 2, and Lady Gaga's Artpop era."
Inside Amy Schumer,0,"Schumer is as brazen and politically conscious as ever, but this season feels less personal and less urgent than last season...and more formulaic-sometimes even bordering on lazy."
The Mosquito Coast,0,"The show's skittish unwillingness to look hard at its characters for longer than a monologue dooms it -- not to failure but to a sort of absence, making a show about people in the fight for their lives feel like something to have on in the background."
Lisey's Story,0,"Lisey's Story is, on all fronts, too much. Too long, too over-produced, too many talents, too overwrought, too much going on."
The Bletchley Circle,0,"Instead of stroking suspense, the show starts and stops in fits, never finding a thrilling stride that unites the mysteries and deepens characterizations. Let's hope that Anna isn't on a permanent vacation."
House of Cards,0,This is the worst season of the series despite Robin Wright's best efforts. [Full Review in Spanish]
Hawkeye,0,"For a series about a pair of sharpshooters, Hawkeye frustratingly misses the mark too often. Well, at least for viewers who aren't its target audience."
Taboo,0,"This tale sometimes feels like what might have happened if Sweeney Todd went after the East India Company, but it's weighed down by less-than-thrilling characterization."
Nine Perfect Strangers,0,"Nine Perfect Strangers suffers from the same chronic issue that so many television adaptations of juicy novels do: it fails to capture the sneaky, get-under-your-skin tendency of its engrossing source material."
Once Upon a Time in Wonderland,0,"Once Upon a Time in Wonderland is a disappointment, focusing more on the chintzy tableau of the candy-colored Wonderland than on giving its actors anything interesting to do there."
The Book of Boba Fett,0,"Disney left its content farm out in Tatooines suns for far too long, a wilted mess of a commodity masquerading as a television show. What a sad showing, not just for Star Wars, but for art itself."
The Offer,0,"This Seventies flashback tries to hit a lot of marks at once... The only way it genuinely works, however, is as a parody of prestige TV."
Schmigadoon!,0,"There's too much talent here for Schmigadoon! to ever be a total waste, but the show is far more pandering than nurturing."
The Undoing,0,"Indeed, the show seems to relish the disorder that the Frasers cause in other people's lives, the pain they mete out. Throughout it all, the family remains static: glamorous, somehow still in control."
Night Sky,0,"After that first hour, you may be holding back tears. But after seven more, your eyes have glazed over, and even these luminous stars can’t bring you back to Earth."
Vigil,0,"According to the end credits, Vigil has been made with support from the Scottish government, which makes no secret of its opposition to nuclear weapons. That may hint at an extra political edge, but doesn't make this a compelling drama."
Arrested Development,0,No programme is more infuriatingly chuffed with itself.
Outer Banks,0,"If you don't want to broach the issue of race here, then don't tie the treasure to slavery. But if you're going to make that link, you have a responsibility to actually talk about it and the implications."
The Mysterious Benedict Society,0,"There could be potential here, but not enough to build real enthusiasm."
Two and a Half Men,0,"I swear to God, I don't think I could come up with a worse ending."
Stranger Things,0,It feels both overstuffed and slackly paced at the same time.
Roar,0,"In the end, the biggest problems with “Roar” may be failures not of the filmmakers, but of the medium itself. Some short stories simply work better on the page"
The Offer,0,"At 10 hours, the material is stretched absurdly thin, and it makes every flaw show."
The First Lady,0,"Once the “great woman behind the man” story line emerges as the show’s primary theme, “The First Lady” cannot help but seem hopelessly old-fashioned — and ill-timed for what already seems like a regressive moment for women in our nation."
Foundation,0,"The time jumps are confusing and the story needs a clearer arc. It doesn't feel immersive enough and, absent the texture of everyday life, the stakes feel too theoretical. The editing is clunky and the show lacks a sense of humor."
The Thing About Pam,0,"While providing superficial nods to Pam’s grievances, The Thing About Pam repeatedly recedes into a one-note character study, a regression only emphasized by Renée Zellweger’s exaggerated lead performance."
The First,0,"The show has a bland, sanitized feel, no matter how hard its cheesy score tries to heighten the inspiration at every turn. The best sci-fi stories, underneath the robots and space flights, are great human stories."
